insurer_name,insuredname,insuredCity,insuredstate,insuredpostalCode,natureOfincident,dateOfloss,injuryinvolved,loss_description,location_of_loss,claimNumber,vehicle_damages_1,vehicle_damages_2,injury_description,lawsuit_filed,providers_alternative_medicine,providers_alternative_medicine_tax_id,providers_alternative_medicine_payment,providers_chiropractor,providers_chiropractor_tax_id,providers_chiropractor_payment,providers_diagnostic_radiologist,providers_diagnostic_radiologist_tax_id,providers_diagnostic_radiologist_payment,providers_ER physician,providers_ER physician_tax_id,providers_ER physician_payment,providers_general_practitioner,providers_general_practitioner_tax_id,providers_general_practitioner_payment,providers_neurologist,providers_neurologist_tax_id,providers_neurologist_payment,providers_orthopedist,providers_orthopedist_tax_id,providers_orthopedist_payment,providers_physical_therapist,providers_physical_therapist_tax_id,providers_physical_therapist_payment,total_claimed_losses,total_insurance_payment
StateFarm,Michael Foster,New Derek,MI,71579,Collision,2024-08-02,Yes,Project seek activity run wonder responsibility police suffer religious wall reduce color.,"70864 Gilbert Falls, North Robert, WV 60967",3b44d490,Fender damage,,Neck sprain/strain,No,,,0.0,Schultz-Russo,80-7453019,2970.01,Higgins Inc,50-6243786,3176.41,Kelley-Martinez,23-0738390,3724.89,,,0.0,,,0.0,Holmes-Jones,11-2360714,3900.0,,,0.0,22339.53,18015.25
Allstate,Ryan Bryant,Westville,MI,53329,Collision,2023-08-18,Yes,Direction data listen through without military information week.,"5788 Sharon Corners, Davischester, PR 60397",e5acf2f6,Windshield crack,,Other sprain/strain,Yes,,,0.0,,,0.0,Hess Group,43-7128415,2250.52,Russo-Rich,59-1452031,3004.55,,,0.0,,,0.0,,,0.0,Scott-Jones,36-5503250,1402.01,12688.68,10020.48
StateFarm,Julie Johnson,Wintersstad,GA,17092,Collision,2022-11-25,Yes,Most enough describe war if environment one long condition but.,"10636 Daniel Corner, New Thomasland, MH 56239",bd86ef79,Side impact,Fender damage,Bruises,Yes,"Myers, Cruz and Parker",34-7714593,3969.31,,,0.0,Jennings-Burke,56-6927310,3340.34,Phelps and Sons,03-4221810,3981.87,,,0.0,,,0.0,,,0.0,Russell and Sons,87-4967456,1115.73,15560.8,10396.95
Allstate,Sarah Pitts,Campbellchester,IL,13537,Single vehicle accident,2023-06-18,No,Them project happy sing appear without low available center course support leave.,"29541 Flores Ridge, Lindafort, NY 42871",4d1e2d1d,Rear-end collision,,,No,,,0.0,Cohen-Moore,93-2260179,4322.22,,,0.0,,,0.0,,,0.0,Clark-Anderson,77-9734133,1207.47,,,0.0,James-Mills,57-7771313,3453.54,14546.92,9582.96
StateFarm,Caitlin Sanders,New Sethhaven,NC,27666,Collision,2024-07-06,No,Itself single rate adult eat building blue upon college avoid his.,"9115 Abbott Glen Suite 187, Coltonberg, PA 24988",ee5e8631,Side impact,Front-end collision,,No,Harris-Molina,77-8654560,2206.29,Bailey Inc,94-5362842,3354.84,Thornton LLC,85-9399508,4909.54,,,0.0,Burns-Washington,99-4735114,2306.97,Hill Group,85-0435727,388.99,,,0.0,,,0.0,20622.34,17503.5
Geico,Susan Mcbride,Michaelfort,GA,90100,Hit and run,2022-12-28,Yes,Have natural response entire eight history beautiful amount claim admit tell another modern.,"0760 Young Neck Apt. 830, Garybury, UT 43089",3c93e6ad,Fender damage,,Fracture,Yes,,,0.0,Wilson Group,95-1703957,2633.34,"Nelson, Murray and Pearson",93-8660935,2763.66,,,0.0,"Welch, Osborne and Mccullough",57-5743272,158.91,,,0.0,,,0.0,,,0.0,13237.07,7246.1
Geico,Andrea Myers,Armstrongville,NY,65883,Single vehicle accident,2024-01-10,No,Tax game big look head contain black.,"1393 Douglas Pass Apt. 190, Lake Ericberg, MD 52634",9edaeab0,Windshield crack,Rear-end collision,,No,"Robbins, Sutton and Crane",10-5445987,4029.85,Carter-Mayer,21-0684613,367.47,,,0.0,,,0.0,Weeks-Middleton,40-7191235,2026.94,Lloyd-Rodriguez,27-3686436,3930.41,,,0.0,,,0.0,13686.88,12611.45
Allstate,Megan Jones,West Coreystad,GA,35798,Rear-end collision,2022-05-20,Yes,Surface save under start memory future people space phone open style stay can.,"963 Harris Run, East Kimberly, CO 57738",163bc7fd,Fender damage,Front-end collision,Bruises,No,,,0.0,Bryant PLC,10-7029534,2550.48,Hall-Castro,87-4549160,4421.85,,,0.0,Martinez and Sons,80-0702747,1644.13,"Phillips, Roberts and Evans",72-7222429,518.09,"Mann, Castro and Macdonald",80-2969116,2586.47,Thompson LLC,50-5418949,2426.93,22538.18,19453.61
Allstate,Erica Kane,North Matthew,IL,45489,Hit and run,2022-03-28,No,Purpose base task fill activity hold scene two.,"35937 Contreras Summit Apt. 451, Port Sharon, PA 34547",e4221632,Rear-end collision,Side impact,,Yes,Johnson-Thomas,57-0865969,4560.26,,,0.0,,,0.0,Johnston-Webb,92-1235090,4770.35,Brennan Inc,32-7624177,4687.24,,,0.0,,,0.0,,,0.0,16315.23,13817.4
Geico,Julian Beard,South Janetview,CA,04934,Rear-end collision,2021-04-17,No,Respond for treat say happy town talk.,"9324 Amber Burg, Ramirezberg, VT 18008",51ee826f,Fender damage,,,No,Moore-Buck,22-6757266,4427.29,,,0.0,"Huff, Figueroa and Martin",42-2553739,480.21,Gutierrez Ltd,05-8815364,3948.66,Smith LLC,61-1704705,4887.3,Cruz-Sanchez,48-9593163,1547.45,Salazar-Dickson,04-5502209,4393.21,,,0.0,21343.06,13543.83
Allstate,Tyrone Burns,Kellyton,TX,59868,Collision,2025-04-28,Yes,Return need wait provide federal per wide head more indicate world.,"81656 Ariel Corners Suite 644, Brianmouth, SC 48499",49efff43,Rear-end collision,,Shoulder injury,Yes,,,0.0,,,0.0,Williams-Morgan,98-8391663,1870.29,Hughes Ltd,25-4792243,3390.7,Morales-Morris,42-4073781,4531.84,,,0.0,,,0.0,Anderson-Pacheco,77-4486269,821.96,12593.42,11210.49
Geico,James Walker,Kelleyberg,NC,83900,Collision,2021-08-31,No,Article there serve dinner officer it force drug school may.,"82724 Nancy Mission, Port Victoriamouth, FL 36784",6abe186c,Side impact,Windshield crack,,Yes,,,0.0,,,0.0,,,0.0,,,0.0,"Thomas, Torres and Baxter",02-5588066,4817.81,Fletcher and Sons,33-4263227,4604.0,,,0.0,,,0.0,11316.18,7138.16
StateFarm,Grace Mathews,Villarrealhaven,NY,11208,Single vehicle accident,2022-01-23,Yes,Case last car nearly possible old window reason.,"210 Hayes Estate, Deannaport, NV 86274",aa6ddd27,Rear-end collision,Front-end collision,Fracture,Yes,Smith-Middleton,16-1160123,1497.14,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,"Hernandez, Rivas and Robinson",52-3199708,4015.16,7787.12,4568.05
StateFarm,Diane Jimenez,East Amandaland,IL,31056,Collision,2023-12-15,Yes,Where throw age account fund receive I.,"371 Morris Dale Apt. 834, Lake Donald, PA 86869",4fffac65,Rear-end collision,,Fracture,Yes,,,0.0,Martinez PLC,04-8274907,2038.18,,,0.0,"Davis, Carey and Garcia",45-6164001,4364.03,,,0.0,"Maddox, Sandoval and Wilkins",01-4869826,3184.24,Fowler-Rogers,10-1184634,3051.38,Dunn Ltd,22-6325288,1040.15,23558.78,15459.04
Geico,Jason Decker,South Wanda,FL,48670,Collision,2021-09-15,No,Mother mouth politics lay person show involve kitchen space.,"PSC 9411, Box 0260, APO AE 64321",a14ff923,Rear-end collision,,,Yes,Ortiz PLC,75-7705069,4109.08,,,0.0,,,0.0,Hancock-Wilson,34-2959143,4984.67,,,0.0,,,0.0,"Hill, Brooks and Thomas",58-0647899,1960.79,,,0.0,19949.79,11863.15
Allstate,Jeremy Olson,Donnabury,IL,26395,Rear-end collision,2021-05-24,No,Expect eat college scene data character lawyer high contain.,"936 Phillips Expressway, New Anthony, WA 32188",887edf46,Front-end collision,Fender damage,,Yes,"Martin, Smith and Morrison",31-0048964,1350.28,,,0.0,,,0.0,,,0.0,Cain LLC,55-8525353,2022.26,Jackson Ltd,13-4159157,2421.69,,,0.0,,,0.0,14131.04,11243.19
Geico,Brian Hart,Lake Rachel,MI,73217,Single vehicle accident,2021-04-05,No,Medical choose generation forget modern issue build.,"781 Morgan Road Apt. 820, South Lukeberg, PA 23113",02e5ac60,Fender damage,Rear-end collision,,No,,,0.0,Wright-Pierce,68-0745365,4947.08,,,0.0,,,0.0,,,0.0,Brown-Bell,27-9325598,3541.46,,,0.0,,,0.0,12060.14,6893.26
Geico,Ralph Black,Port Loriside,TX,81307,Single vehicle accident,2024-12-22,Yes,Leave current enjoy little plant help they seek say theory require recognize able.,"0554 Nicholas Center, East Daniel, VT 08745",55eb9aec,Windshield crack,,Minor cuts,No,,,0.0,,,0.0,Riley Ltd,35-2281226,4469.18,"Lara, Tucker and Garcia",94-5733878,4229.84,,,0.0,,,0.0,,,0.0,Carey and Sons,92-9913095,3684.86,16510.78,8327.19
Geico,Kim Smith,Taratown,FL,48105,Single vehicle accident,2024-10-17,No,Structure ok she always assume second treatment state.,"0866 Cruz Islands Apt. 954, New Colin, MA 98997",222e74a6,Fender damage,,,Yes,,,0.0,Everett and Sons,25-7992398,153.95,Taylor-Vance,86-0138172,2151.24,,,0.0,"Brown, Gibson and Rodriguez",41-6600798,3222.27,Rosario-Mcmahon,50-3018930,4328.57,Davidson-Lamb,91-5618108,4229.1,,,0.0,15345.79,11448.12
Allstate,Kathy Harris,Lake Michaelmouth,CA,86019,Rear-end collision,2025-08-16,Yes,Painting culture true series set notice middle best make city north before.,"5170 Mark Flat Suite 315, Alvaradoland, VI 93978",4a0bc909,Rear-end collision,,Other sprain/strain,Yes,"Schneider, Parker and Ayers",12-2170108,1885.33,,,0.0,,,0.0,,,0.0,Hansen Inc,98-0292610,2284.16,Odom Inc,22-2982490,423.09,Thomas-Garcia,60-4691611,3572.3,Long Group,11-3615613,1999.46,11282.82,7457.96
StateFarm,Juan Pope,Kennethbury,IL,72936,Hit and run,2025-08-23,Yes,Sit fast painting try coach cost person middle boy TV from.,"615 Johnson Parkway, South Alexis, IA 76846",6603527c,Fender damage,Rear-end collision,Bruises,Yes,Simmons-Miles,56-8977250,2050.03,Ellis-Ramsey,04-1709267,696.77,,,0.0,"Montoya, Peters and Haas",98-5183059,4591.25,"Farrell, Parks and Long",42-1626276,4125.95,,,0.0,,,0.0,"Salas, Martinez and Thomas",44-0789883,916.07,14041.43,7054.74
Allstate,Regina Hughes,Lake Connieshire,OH,48295,Collision,2025-03-07,No,Night build data enough him service of reduce administration reach laugh model become.,"071 Amanda Lake Suite 659, South Joseph, WI 85223",bbf13491,Front-end collision,Side impact,,Yes,Jenkins Inc,14-5635578,2124.78,Sparks-Dorsey,42-3518422,4380.68,,,0.0,,,0.0,"Morales, Hill and Daniel",37-5215642,3513.42,,,0.0,,,0.0,,,0.0,11038.31,6678.04
Allstate,Emma Woodward,Contrerasbury,NC,14352,Hit and run,2021-07-05,No,His hot herself suffer future stuff threat begin them.,"5142 Mathews Track Suite 216, Wolfborough, MT 07524",b754f682,Front-end collision,,,Yes,Lambert-Boone,80-0656369,2277.48,Reid-Reynolds,99-6777568,113.22,"Austin, Fisher and Harvey",12-2023857,3814.31,Williams Ltd,30-5831737,869.13,"Garrett, Johnson and Mccarthy",13-2120294,3627.4,,,0.0,,,0.0,Mercer-Summers,62-4833202,4881.71,21377.1,19056.29
StateFarm,Christopher Jones,South Timothyton,FL,98761,Rear-end collision,2023-08-04,No,Instead skin third vote cost suffer quality.,"36435 Brooks Drive, Jerryborough, VA 08456",d2c2f348,Side impact,Rear-end collision,,No,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,James-Frazier,26-2666313,1371.08,,,0.0,,,0.0,8889.9,6557.86
Geico,Paul Rodgers,East Lisahaven,IL,69442,Hit and run,2025-06-25,No,Pull price black threat note hot local industry message authority.,"416 Martinez Club Apt. 149, East Amanda, NM 34634",010c27bf,Rear-end collision,,,Yes,,,0.0,Powell-Gomez,74-7290316,2391.27,,,0.0,,,0.0,Hines-Thompson,03-3872990,767.72,"Bradford, Walker and Hodges",26-4738937,2900.11,Rivera and Sons,01-6765955,2687.91,"Grant, Carter and Gilbert",51-9718100,677.51,10596.94,5980.18
Geico,Sharon Ortiz,Davidchester,NC,01930,Single vehicle accident,2024-07-02,Yes,Edge would last available outside election weight statement give stop long management resource.,"31333 Walters Lane Apt. 071, Brianfurt, IL 46693",4eb1ebd5,Fender damage,,Other sprain/strain,No,Carson Inc,04-7631609,4167.78,Ochoa Inc,14-4508142,2584.18,,,0.0,Hodges LLC,88-5900535,262.61,Greene LLC,04-7042641,1014.84,Sims-Guerrero,54-0096900,1078.98,Rodriguez Group,31-1468364,3396.3,,,0.0,15454.3,13183.58
Allstate,Elizabeth Price,Kimberlystad,CA,65410,Collision,2022-09-21,No,Agent education indeed scene rise visit whole tend know cultural.,"737 Robert Common, Ashleyville, WI 10028",87215ad7,Front-end collision,Fender damage,,Yes,,,0.0,,,0.0,,,0.0,,,0.0,Mitchell-Kelley,23-3794023,3668.32,,,0.0,,,0.0,Williams-Franklin,55-6658463,4350.13,13377.71,11930.4
Geico,Regina Chambers,Davidhaven,NC,43093,Hit and run,2020-10-17,No,Keep happen do think financial student our least return newspaper.,"4696 Miller Lodge Apt. 512, Ericmouth, WY 83398",1b98a946,Fender damage,Side impact,,No,,,0.0,,,0.0,,,0.0,Patton-Huerta,25-2235272,4720.21,"Patel, Daniels and Robertson",99-2382805,4268.37,Robertson Ltd,74-8458957,2688.05,,,0.0,"Stewart, Fisher and Patterson",02-2662540,1996.07,20267.32,10595.54
StateFarm,Yvette Deleon,West Williamside,CA,10372,Rear-end collision,2025-05-10,Yes,Green cell national what develop dream serve.,"68814 Todd Course Suite 250, Lake Andrewview, IL 18024",84b37a6d,Side impact,Rear-end collision,Other sprain/strain,No,"Edwards, Bolton and Webster",64-0616801,1423.86,,,0.0,Reynolds-Daniels,53-4819145,520.38,Reynolds-Rich,84-3795336,3107.28,Lopez Ltd,72-3737617,384.92,Bryant Inc,55-2811659,2974.61,Griffith-Levy,72-0597811,832.41,,,0.0,17115.05,11695.5
Geico,Drew Barber,Hickmanhaven,MI,18394,Collision,2020-10-13,Yes,Specific who six there hope form care bank.,"996 Rebecca Centers, Whiteside, ME 24640",1459580a,Front-end collision,Rear-end collision,Other sprain/strain,No,Dickson-Roberts,16-2238065,2546.19,,,0.0,Allen LLC,67-2618356,3961.31,Ballard PLC,88-7473489,412.79,,,0.0,Macdonald LLC,10-6590960,4363.21,Dawson Ltd,71-6379287,1490.71,Ortiz-Beck,38-6258274,421.3,17879.98,15959.46
Geico,Katie Mcgee,Shannonborough,IL,01563,Hit and run,2020-11-17,Yes,Those represent from under network voice.,"479 Vasquez Island, Christopherville, GA 23725",f4f8c796,Side impact,Front-end collision,Disk injury,No,,,0.0,Roberts PLC,27-7419760,2808.44,,,0.0,,,0.0,"Ponce, Riley and Harris",26-3791825,3658.12,,,0.0,,,0.0,,,0.0,7687.7,5286.68
Geico,Daniel Williams,Sanderschester,NY,33344,Rear-end collision,2024-09-04,No,Our summer right offer forget particularly.,"610 Martinez Dam, New Deniseport, MI 47791",42e925d3,Side impact,,,No,Carpenter Inc,22-5704198,1236.54,Mahoney-Rogers,14-1939552,1236.3,"Conner, Torres and Miles",43-0185079,1055.86,Greene-Smith,34-1247329,4773.29,Thomas-Taylor,92-7288946,1413.07,Rivera-Nguyen,82-0710529,3166.47,Deleon-Jones,95-4782551,2825.46,,,0.0,21482.32,12371.47
Geico,Tammy Gordon,Kellerborough,FL,08456,Single vehicle accident,2025-06-27,Yes,Bit all party who mean interest half hour message.,"4183 Rachel Overpass Apt. 434, South Josehaven, KY 13025",e7e25a54,Front-end collision,Fender damage,Shoulder injury,No,Wilkinson-Garcia,66-1190897,1296.46,,,0.0,,,0.0,,,0.0,,,0.0,Phelps Group,21-2979111,2453.65,,,0.0,"Ellis, Wallace and Knight",42-1584757,3964.61,10603.41,9833.91
Geico,Andrea Richards,Brittanyberg,MI,23291,Collision,2023-05-12,Yes,Traditional thing health cause chair audience task save on apply eat then.,"14857 Gregory Stravenue, New Samanthashire, GU 36337",7b54b009,Fender damage,,Other sprain/strain,No,,,0.0,Mcgee and Sons,72-3147838,1623.43,Terry PLC,21-5926608,3928.0,Schmidt-Williams,35-6007678,1694.19,Ramirez-Marshall,27-1315767,4739.72,Martinez-Jones,99-5543363,1072.85,Tran LLC,37-3324854,2567.59,,,0.0,18659.74,13914.98
StateFarm,Andrea Rodriguez,Williamfurt,IL,82991,Rear-end collision,2021-03-11,No,Civil follow key society exist kitchen will discover himself TV although look rather.,"0352 Jones Mountain Apt. 622, Port Anthonyberg, MN 37860",30068963,Windshield crack,Side impact,,Yes,Ball Inc,38-3274179,2460.68,Clark-Gonzalez,61-7014453,4523.01,"Dickson, Shah and Gray",56-4373998,2334.82,,,0.0,Hill-Fry,20-7618380,1568.69,Navarro-Thomas,35-9029339,2357.24,,,0.0,,,0.0,20227.2,12040.72
StateFarm,Michael Webster,Laurenberg,MI,60175,Hit and run,2025-08-29,No,Worker answer people likely even media floor traditional fill catch walk too.,"2811 Patrick Port Suite 556, East Lauren, SC 05279",8f7e78db,Windshield crack,Front-end collision,,No,"Bell, Murphy and Rowe",46-7496136,3559.5,,,0.0,Buck Inc,44-3091884,4053.9,Estrada-Kelly,98-1941646,942.8,Hernandez Ltd,61-4516713,1402.84,,,0.0,,,0.0,,,0.0,19785.86,17628.02
Allstate,Kristy Green,Michaelborough,MI,26114,Single vehicle accident,2021-11-23,No,Same list almost type college manage.,"6643 Kim Estates Apt. 680, Ramosport, NC 58833",cb8a9724,Windshield crack,,,No,Shaffer LLC,63-4971073,845.12,,,0.0,"Robbins, Moore and Wright",57-8431933,1776.94,King-Leon,21-3126321,1943.71,Park-Bass,20-3524751,3151.39,,,0.0,Franco PLC,54-2338082,4367.8,,,0.0,19684.43,17635.69
StateFarm,Monique Cooke,South Christineside,TX,40731,Collision,2025-04-02,Yes,Memory their partner lay car TV pull.,"USCGC Soto, FPO AP 64130",c64452b5,Side impact,,Bruises,Yes,,,0.0,Love-Douglas,54-3573377,2012.26,,,0.0,,,0.0,Wells-Rodgers,25-1367223,3467.93,,,0.0,,,0.0,,,0.0,7074.35,4128.35
StateFarm,James Gray,Jamesfurt,TX,88543,Rear-end collision,2022-03-21,No,Life lose human audience who especially above lay fill begin professional.,"502 Liu Road Apt. 062, West Kristin, FL 32937",c2bea869,Front-end collision,Side impact,,No,,,0.0,Moore-Morales,32-4069084,3199.39,,,0.0,,,0.0,,,0.0,Miller-Jones,30-5211979,4869.03,,,0.0,"Garcia, Dickerson and Brown",80-9891226,105.28,10390.89,9733.4
Allstate,Jamie Wade,Lake Samanthaview,FL,08396,Single vehicle accident,2022-01-19,Yes,System stuff ground minute style prove fear word.,"093 Amber Stream Suite 954, Schmidtfort, OR 91129",97d6a3a8,Windshield crack,Rear-end collision,Neck sprain/strain,No,"Donovan, Lara and Prince",30-2834898,1303.21,Bryant-Wood,61-3224384,1166.33,,,0.0,"Kennedy, Gallagher and Smith",37-1972444,2083.25,Avery-Le,10-2500812,1017.95,"Brock, Patrick and Miller",99-7462891,2733.48,Brown LLC,54-4435751,2756.66,"Gentry, Marshall and Walters",34-2906421,829.16,16665.76,15666.36
Geico,Brian Martin,New Michaelmouth,CA,71472,Collision,2022-03-26,Yes,Develop brother crime poor memory sea as glass industry himself his act myself administration.,"52817 Walker Mission Suite 439, Fischerhaven, NY 38349",d3562579,Front-end collision,Windshield crack,Minor cuts,Yes,"Giles, Bailey and Goodman",54-9651457,4467.69,,,0.0,Snyder LLC,12-3592966,1129.29,Adams-Parker,45-5119027,1572.23,,,0.0,"Matthews, Robertson and Wood",65-8780185,701.01,,,0.0,,,0.0,13237.75,9212.64
Geico,Ryan Steele,Sheenaborough,NY,67429,Hit and run,2025-02-16,Yes,Wait already debate charge indicate couple family chance hold.,"4393 Smith Parkway, Deanbury, MO 86526",ef7ada71,Side impact,,Bruises,No,"Brady, Kane and Adkins",32-2044036,3328.02,,,0.0,,,0.0,Allen-Landry,06-4201064,373.73,,,0.0,Malone-Trevino,43-7821469,4941.75,,,0.0,,,0.0,12842.59,7697.76
StateFarm,Taylor Johnston,Friedmanfort,OH,09180,Single vehicle accident,2022-03-29,No,Teacher southern another during eat walk its.,"3525 Benson Junction, Tinamouth, NE 73363",f87bed0d,Side impact,,,No,,,0.0,King and Sons,64-0589725,1402.13,,,0.0,"Phillips, Krause and White",72-0330419,1674.98,"Phillips, Wheeler and Burns",64-1257370,4853.06,,,0.0,Perkins-Padilla,67-9661354,2321.98,Ramos-Anderson,26-1557016,2318.94,19568.2,12856.6
Allstate,John Lopez,South Michael,NC,20319,Rear-end collision,2022-10-15,No,Little director nothing century training feel feel yeah address response general game southern.,"798 Garcia Cove Suite 996, Lake Miguelmouth, OR 97811",b1903ffc,Rear-end collision,,,No,,,0.0,,,0.0,Howard-Baker,05-5306858,923.95,Crane Ltd,51-5285918,3302.51,Randall Group,95-6065118,2435.34,Dodson-Morgan,44-8341059,2741.67,,,0.0,"Turner, Reyes and Kirby",45-5889338,4329.1,20964.98,13290.69
StateFarm,Christina Lee,Danielsshire,PA,74753,Rear-end collision,2023-01-16,Yes,Sell feel entire explain city series.,"65713 Ryan Keys, Williamstown, MP 58074",c3757f6c,Rear-end collision,Fender damage,Fracture,Yes,Gomez-Rojas,05-7522048,4180.09,Stewart LLC,43-6536803,4002.0,"Gilmore, Carr and Kelley",48-6935605,2285.14,,,0.0,,,0.0,"Nichols, James and Wood",64-2751764,4910.52,"Dominguez, Martin and White",53-4462355,2961.86,,,0.0,21266.56,13557.0
StateFarm,Erin Hoffman,North James,NY,28103,Hit and run,2023-10-06,No,Rather bit well decade condition however.,"Unit 4439 Box 6795, DPO AE 40042",8db89404,Fender damage,Front-end collision,,Yes,,,0.0,"Williams, Lee and Cruz",60-8642361,2646.98,Bates and Sons,51-6794918,4273.46,,,0.0,Gardner-Olson,82-4715144,4190.78,Townsend Group,65-1435650,2581.91,,,0.0,Warner Inc,15-9847249,4146.1,23955.79,14826.13
Allstate,Anthony Bonilla,East Ritamouth,PA,94487,Rear-end collision,2024-09-13,No,Say board two heavy drive hundred night.,"3751 Adams Isle Apt. 245, Paulside, WI 18398",b06e07c4,Front-end collision,Fender damage,,Yes,,,0.0,Mason-Smith,50-6068307,1639.11,Johnson-Johnson,67-5771695,3608.09,Smith Ltd,85-5662252,4229.23,"Mathews, Gray and Swanson",65-0111362,3620.05,Lee LLC,65-7419782,4238.69,Mora-Smith,56-8775511,2138.49,Wallace PLC,33-2748176,4419.47,29437.78,25644.98
StateFarm,Derek Rose PhD,Douglashaven,IL,65739,Hit and run,2022-06-12,Yes,Billion ask to physical friend ever visit paper gas important.,"179 Joel Islands, New Scottport, ND 76622",a24a549c,Front-end collision,,Minor cuts,No,,,0.0,"Davis, Lambert and Collier",25-6226632,1369.84,"Lynn, Johns and Phillips",95-7967054,4092.27,Ballard LLC,91-5652832,2487.97,Pratt-Melton,11-3216210,4853.26,"Gonzales, Harris and Simmons",35-8441700,2437.25,Miller and Sons,83-0423593,311.24,Robinson and Sons,45-1643127,4487.47,29308.57,18097.21
Geico,Tim Matthews,East Staceyburgh,PA,07910,Rear-end collision,2020-11-15,Yes,Up another tonight cultural each outside opportunity.,"55531 Conway Well, Lake Cynthia, MH 98704",c81f2cec,Fender damage,Front-end collision,Bruises,No,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,3672.22,2577.63
Geico,Thomas Myers,Loganshire,CA,94853,Hit and run,2020-12-24,No,Science best focus thus structure push according spring first.,"9969 Jacqueline Union, East William, DC 48536",b0af5183,Windshield crack,Fender damage,,No,,,0.0,"Sullivan, Hernandez and Lindsey",33-0281113,749.8,,,0.0,,,0.0,,,0.0,,,0.0,"Thornton, Allen and Clarke",61-7106537,4500.55,,,0.0,12625.9,8975.24
